job_id,job_title,required_skills,min_years_experience,max_years_experience,salary_min,salary_max,salary_currency,job_location,remote_allowed,job_posted_date,company_size,industry
4061,Junior Backend Developer,,0.0,6.0,38000,53000,USD,Hamburg,No,2024-08-11,1000+,Biotech
4062,Head of Data,RabbitMQ|Problem-Solving|Communication|Communication|Next.js|TypeScript,14.0,16.0,8350000000,10840000000,IRR,Paris,Yes,2023-03-23,51-200,IoT
4063,data scientist,PyTorch|JSON|Tableau|SQL|Python|Agile|Power BI|Python,3.0,7.0,63000,88000,USD,Boston,Yes,2024-10-28,1000+,Real Estate
4064,Systems Engineer,Java|Testing|Testing,3.0,9.0,60000,85000,USD,Paris,,2023-06-03,201-1000,AdTech
4065,Senior ML Engineer,PyTorch|LightGBM|Docker,7.0,9.0,100000,116000,USD,Dubai,Yes,2023-11-22,,Education
4066,Backend Developer,Go|FastAPI|Node.js|Git|Java|Express,5.0,8.0,76000,99000,EUR,Manchester,Yes,2023-03-18,51-200,SaaS
4067,Senior Software Engineer,Node.js|Linux|Angular|Problem-Solving|MongoDB|RabbitMQ|Testing,8.0,,5470000000,7770000000,IRR,Paris,Yes,2024-11-06,51-200,Real Estate
4068,Junior DevOps Engineer,Flask|GitLab-CI|Prometheus|Ansible|JSON|Nginx|Linux|Jenkins,1.0,7.0,53000,71000,EUR,Seattle,No,2024-05-05,1000+,Energy
4069,Senior Frontend Developer,Redux|React|Webpack|Vue|SASS|Next.js,6.0,10.0,100000,124000,USD,San Francisco,No,2023-08-05,11-50,Automotive
4070,VP Engineering,Agile|CICD|Communication|Communication|FastAPI,14.0,19.0,211000,250000,USD,Austin,No,2024-02-08,1000+,Telecom
4071,DevOps Engineer,Scrum|Azure|Testing|MongoDB,4.0,7.0,72000,86000,USD,Berlin,No,2023-06-18,1000+,Fintech
4072,Junior Backend Developer,Spring|Docker|Redis|Flask,0.0,5.0,30000,40000,EUR,Vancouver,,2024-03-25,201-1000,InsurTech
4073,Junior DevOps Engineer,GCP|Prometheus|Ansible|GCP|JSON|Azure,2.0,5.0,30000,42000,USD,Isfahan,No,2023-12-25,51-200,Biotech
4074,Head of Data  ,,8.0,14.0,140000,164000,USD,Madrid,No,2024-05-14,,Healthcare
4075,Principal Engineer,SASS|GraphQL|CICD,,13.0,130000,165000,EUR,London,No,2023-08-28,51-200,Media
4076,Tech Lead,MongoDB|Vue|Communication|Spring|GraphQL|Python|Spring|Communication,15.0,20.0,201000,282000,USD,Shiraz,,2023-02-20,201-1000,Telecom
4077,Junior DevOps Engineer,Testing|GCP|Linux,2.0,8.0,30000,39000,EUR,Remote,Yes,2023-03-09,1000+,Education
4078,Database Administrator,Testing|Angular|Testing,5.0,8.0,60000,80000,USD,Amsterdam,Yes,2023-07-05,1000+,Retail
4079,Junior Frontend Developer,Angular|Vue|TypeScript|SASS|Redux,1.0,6.0,1260000000,1610000000,IRR,Singapore,,2023-04-18,11-50,Cybersecurity
4080,Senior Data Scientist,Tableau|Git|Tableau|SQL|TensorFlow,5.0,11.0,112000,130000,USD,Isfahan,No,2024-06-10,,Cybersecurity
4081,Junior Software Engineer,Docker|Problem-Solving|Git|Kubernetes,0.0,6.0,46000,62000,USD,Istanbul,Hybrid,2024-01-08,51-200,AdTech
4082,DevOps Engineer,Kubernetes|Kubernetes|Nginx|Grafana|Ansible,4.0,8.0,2520000000,3510000000,IRR,Tokyo,Yes,2024-12-06,1-10,LegalTech
4083,Backend Developer,Express|Docker|RabbitMQ|Agile|Docker|RabbitMQ|Express|FastAPI,4.0,9.0,56000,72000,EUR,Seattle,No,2023-09-02,201-1000,Healthcare
4084,Solutions Architect (Senior),Next.js|CSS|Problem-Solving|YAML|JSON|HTML|Express,8.0,11.0,100000,144000,USD,Qom,Yes,2023-05-08,51-200,Manufacturing
4085,Junior DevOps Engineer,Prometheus|Azure|AWS|Jenkins|Agile|Linux|Docker|Grafana,1.0,5.0,28000,38000,EUR,Karaj,Yes,2024-06-14,201-1000,Fintech
4086,CTO,CICD|Agile|Communication,15.0,18.0,140000,184000,USD,DUBAI,No,2024-11-12,51-200,Cybersecurity
4087,Backend Developer,Kafka|RabbitMQ|JSON|MongoDB|C#,-1.0,2.0,56000,65000,EUR,Tabriz,No,2023-06-20,51-200,SaaS
4088,Senior DevOps Engineer,GCP|Docker|GCP|Linux|GitLab-CI|CICD,5.0,9.0,119000,143000,USD,Isfahan,Yes,2024-11-21,1-10,Telecom
4089,Junior ML Engineer,Flask|PySpark|dbt|Redis,0.0,,1260000000,1730000000,IRR,San Francisco,Hybrid,2024-12-11,1000+,Logistics
4090,Senior Backend Developer,Flask|Kafka|Kafka|Kafka|Scrum,8.0,10.0,6720000000,8420000000,IRR,Tabriz,Hybrid,2023-05-22,1000+,Blockchain
4091,Principal Engineer,,10.0,,176000,240000,USD,Istanbul,Hybrid,2024-03-06,51-200,Blockchain
4092,Senior Full Stack Developer,Scrum|Spring|MySQL|YAML,7.0,9.0,148000,177000,EUR,Madrid,Yes,2024-12-18,51-200,Education
4093,Junior Backend Developer,MongoDB|Spring|Django|MongoDB|Django,2.0,5.0,30000,40000,USD,Tehran,No,2023-11-18,,Telecom
4094,Full Stack Developer,Angular|MySQL|Flask|JSON,5.0,8.0,71000,92000,USD,Austin,No,11/08/2024,11-50,SaaS
4095,Data Analyst,NumPy|JSON|LightGBM,2.0,4.0,60000,84000,USD,Karaj,No,2023-07-03,51-200,InsurTech
4096,Backend Developer,Git|Docker|Go|Spring|Kafka|Kubernetes|Express,2.0,6.0,79000,113000,USD,Dubai,Yes,28/05/2024,11-50,Logistics
4097,VP Engineering,REST API|Flask|Linux|Communication|Git|Agile,12.0,14.0,204000,247000,EUR,Singapore,No,2023-08-07,51-200,Fintech
4098,Senior Full Stack Developer,React|SASS|Java|Spring|Kafka,-1.0,1.0,100000,117000,USD,Vancouver,Yes,2023-09-29,51-200,Blockchain
4099,Senior ML Engineer,,6.0,11.0,100000,125000,USD,Seattle,No,2024-02-14,201-1000,Cloud
4100,SOLUTIONS ARCHITECT (SENIOR),Python|Webpack|Kubernetes|Testing|Git,6.0,12.0,141000,187000,USD,San Francisco,Yes,2024-05-07,1000+,Gaming
4101,Backend Developer,,5.0,,61000,75000,USD,Tabriz,Yes,2024-07-16,51-200,Biotech
4102,DevOps Engineer,Agile|GCP|Prometheus|JSON,5.0,8.0,56000,74000,EUR,Karaj,No,2024-08-08,51-200,Travel
4103,Frontend Developer,,3.0,9.0,60000,79000,USD,Dubai,No,2023-05-05,201-1000,E-commerce
4104,Data Scientist,Git|Communication|PyTorch|PySpark|Airflow|PySpark|Spark|PyTorch,3.0,8.0,60000,81000,USD,Istanbul,Yes,2023-03-05,11-50,Fintech
4105,Tech Lead,Linux|CICD|Kubernetes|Kubernetes|Agile|REST API|Redis,15.0,20.0,181000,258000,USD,Munich,No,31/01/2023,201-1000,Real Estate
4106,VP Engineering,,11.0,17.0,148000,205000,USD,Singapore,No,2024-05-26,11-50,Blockchain
4107,Senior Data Scientist,TensorFlow|LightGBM|PyTorch,7.0,9.0,139000,192000,USD,Vancouver,Yes,2024-05-21,51-200,LegalTech
4108,Web Developer,Svelte|Vue|Python|Redux|HTML,5.0,11.0,97000,140000,USD,Munich,No,2024-01-18,1000+,Education
4109,Director of Engineering,Kafka|Kubernetes|MySQL|Express|MySQL|MySQL|HTML,,6.0,204000,283000,EUR,Tokyo,No,2024-05-12,,Media
4110,Junior Data Analyst,Scikit-learn|TensorFlow|Testing|TensorFlow|LightGBM|NumPy|XGBoost|Linux,0.0,2.0,30000,37000,USD,Tokyo,Hybrid,2023-10-31,1-10,Cybersecurity
4111,Data Scientist,Power BI|YAML|Power BI|Power BI|JSON,5.0,11.0,73000,86000,USD,Vancouver,No,2023-02-05,1000+,LegalTech
4112,Data Scientist,LightGBM|Spark|XGBoost|LightGBM|PySpark|NumPy|NumPy|PySpark,4.0,9.0,68000,85000,EUR,Toronto,Hybrid,2023-06-28,11-50,InsurTech
4113,CTO,REST API|Django|Flask|Redux|TypeScript|Flask|MongoDB|GraphQL,11.0,13.0,130000,159000,EUR,Isfahan,,2024-01-21,51-200,Gaming
4114,Tech Lead,Python|Go|FastAPI|Scrum|Express|SASS|FastAPI,12.0,18.0,140000,189000,USD,Shiraz,Hybrid,2023-01-05,1000+,Education
4115,Junior Data Analyst,Communication|SQL|Linux|Spark|NumPy|YAML|YAML|Scikit-learn,1.0,3.0,30000,36000,USD,Tabriz,Yes,2024-01-20,201-1000,Travel
4116,Senior ML Engineer,Tableau|PyTorch|Tableau|REST API|Spark|Linux|FastAPI,6.0,11.0,100000,141000,USD,Toronto,No,2023-03-21,201-1000,Transportation
4117,Junior Backend Developer,YAML|Flask|RabbitMQ|Redis|RabbitMQ|Git,0.0,5.0,30000,41000,USD,Austin,No,2023-08-13,1000+,Healthcare
4118,Software Engineer,Kafka|React|Agile|Node.js|JSON|Vue|Git|Angular,5.0,8.0,2520000000,2960000000,IRR,Seattle,No,2023-08-02,51-200,Biotech
4119,Senior DevOps Engineer,Docker|Grafana|Linux|Nginx|AWS|Kubernetes|Jenkins|Spring,8.0,14.0,100000,134000,USD,Seattle,Hybrid,2023-06-03,11-50,AI/ML
4120,Software Engineer,Svelte|TypeScript|TypeScript|Problem-Solving|React|Flask,4.0,8.0,2520000000,3580000000,IRR,Tokyo,No,2024-07-15,201-1000,Cloud
4121,Junior DevOps Engineer,Linux|JSON|Grafana,2.0,5.0,30000,38000,USD,Manchester,Yes,2023-01-19,51-200,E-commerce
4122,Senior DevOps Engineer,Ansible|Ansible|GCP|GCP|Azure|Linux|Problem-Solving,5.0,10.0,160000,216000,USD,Manchester,No,2024-02-15,51-200,Telecom
4123,Principal Engineer,Scrum|Python|Git|GraphQL,10.0,12.0,220000,265000,USD,Toronto,No,2023-01-05,51-200,Media
4124,Data Scientist,PySpark|Communication|R,3.0,5.0,83000,99000,EUR,Isfahan,Hybrid,28/04/2023,11-50,E-commerce
4125,Senior DevOps Engineer,YAML|GCP|Azure|Linux|Kubernetes|Linux|Agile,7.0,11.0,160000,229000,USD,London,No,2024-05-15,51-200,SaaS
4126,Junior Full Stack Developer,Communication|Django|JavaScript|PostgreSQL|Svelte|C#|Django|MySQL,0.0,2.0,1260000000,1670000000,IRR,Remote,Yes,2023-04-19,201-1000,Biotech
4127,Data Analyst,Scikit-learn|R|Scikit-learn,2.0,8.0,78000,103000,USD,Vancouver,No,2024-06-09,201-1000,LegalTech
4128,Principal Engineer,GraphQL|Django|YAML|PostgreSQL|Angular|Linux|Testing|CICD,13.0,,140000,173000,USD,Austin,Yes,2024-12-12,51-200,Cybersecurity
4129,Junior Backend Developer,Java|Java|Spring|Flask|Docker|REST API|PostgreSQL,2.0,7.0,1260000000,1580000000,IRR,Mashhad,,2023-11-21,,Retail
4130,Director of Engineering,Vue|REST API|Webpack,13.0,18.0,148000,196000,USD,Mashhad,Yes,2024-02-10,11-50,Logistics
4131,Junior Software Engineer,Next.js|Tailwind|Problem-Solving|C#|SASS|CICD|SASS,1.0,6.0,48000,56000,USD,Dubai,Yes,2023-07-09,11-50,Transportation
4132,Jr. ML Engineer,Express|PySpark|MongoDB|dbt|Scikit-learn,2.0,5.0,1530000000,2200000000,irr,Tokyo,No,2024-12-27,201-1000,Cloud
4133,Senior Backend Developer,Python|REST API|Spring|MongoDB|Node.js|C#,8.0,14.0,100000,144000,USD,Istanbul,Hybrid,2024-12-22,11-50,Logistics
4134,DevOps Engineer,AWS|GraphQL|Docker|Prometheus|Azure|Linux,4.0,6.0,3240000000,4260000000,IRR,Berlin,Hybrid,2023-07-15,1-10,Education
4135,CTO,MongoDB|Problem-Solving|C#,8.0,12.0,5880000000,8060000000,IRR,Madrid,Yes,2023-08-30,201-1000,Education
4136,Senior Full Stack Developer,RabbitMQ|YAML|JSON,5.0,8.0,103000,129000,USD,New York,Hybrid,2024-02-25,,Real Estate
4137,Software Developer Intern,CICD|Docker|GraphQL|Linux,1.0,6.0,1260000000,1460000000,IRR,Qom,No,2024-10-14,51-200,Logistics
4138,Database Administrator,JSON|Scrum|RabbitMQ|MySQL|CICD|RabbitMQ|Webpack|Linux,4.0,7.0,60000,84000,USD,Paris,No,2024-01-16,1-10,InsurTech
4139,Engineering Manager,Django|Agile|Scrum|CICD|Spring,9.0,11.0,140000,165000,USD,Boston,Hybrid,2023-05-04,51-200,Telecom
4140,Junior Data Analyst,NumPy|PySpark|Pandas,2.0,6.0,47000,65000,USD,Hamburg,Hybrid,2024-07-29,201-1000,Biotech
4141,Senior Frontend Developer,Angular|CSS|HTML,9.0,15.0,93000,128000,EUR,Dubai,Yes,2024-03-24,11-50,Gaming
4142,Senior Software Engineer,Scrum|SASS|Svelte|C#,8.0,10.0,100000,119000,USD,Hamburg,No,2024-05-12,51-200,AdTech
4143,Junior Software Engineer,Git|Scrum|MongoDB|CSS|Docker|Spring|Python,1.0,7.0,30000,42000,USD,Singapore,No,2024-03-27,201-1000,SaaS
4144,Junior DevOps Engineer,Ansible|Grafana|Problem-Solving|CICD|Ansible|Django,1.0,,1550000000,1900000000,IRR,Vancouver,No,2023-10-17,11-50,Automotive
4145,Senior DevOps Engineer,Grafana|Ansible|Nginx|Nginx|GitLab-CI|AWS|Azure,9.0,13.0,100000,127000,USD,Isfahan,Yes,2024-10-17,201-1000,Fintech
4146,ML Engineer,XGBoost|Spark|PyTorch,2.0,7.0,60000,72000,USD,Remote,No,2024-12-31,51-200,Automotive
4147,Junior ML Engineer,XGBoost|Git|dbt|dbt,1.0,3.0,30000,37000,USD,HAMBURG,No,2024-04-22,201-1000,Biotech
4148,Data Scientist,,2.0,,2520000000,3610000000,IRR,Madrid,No,2024-08-14,51-200,SaaS
4149,Web Developer,Angular|Redis|Python,4.0,8.0,60000,74000,USD,Tehran,Hybrid,2024-10-19,11-50,Media
4150,Senior Backend Developer,RabbitMQ|RabbitMQ|Node.js|Kubernetes,9.0,13.0,100000,134000,USD,Tabriz,Yes,2023-12-06,1000+,Biotech
4151,Head of Data,YAML|Vue|Communication|MongoDB|RabbitMQ|Communication|CICD|Testing,12.0,14.0,140000,189000,USD,Amsterdam,No,2024-01-23,1-10,Cybersecurity
4152,Frontend Developer,Svelte|TypeScript|SASS|Linux|React|Tailwind,2.0,4.0,60000,70000,USD,Remote,Yes,2024-07-25,51-200,Retail
4153,Systems Engineer,Git|Python|RabbitMQ|Go,3.0,5.0,72000,94000,USD,Tabriz,Yes,2023-10-18,11-50,Telecom
4154,CTO,REST API|JSON|Linux|Java,15.0,20.0,143000,178000,USD,Dubai,No,2023-03-26,51-200,E-commerce
4155,Lead Architect,Redux|C#|Linux,13.0,18.0,5880000000,7860000000,IRR,Mashhad,Yes,2023-06-27,201-1000,Transportation
4156,ML Engineer,MySQL|Kafka|Scikit-learn|Kubernetes|Airflow|TensorFlow,,9.0,75000,98000,USD,Vancouver,No,2023-03-23,201-1000,AdTech
4157,VP Engineering,TypeScript|Angular|Go|Testing|Git|Communication|CICD|REST API,9.0,14.0,140000,198000,USD,Madrid,No,2024-03-11,1-10,Automotive
4158,Senior Frontend Developer,JavaScript|HTML|CSS|JavaScript|HTML,6.0,11.0,100000,128000,USD,Tehran,Yes,2024-09-19,1000+,Travel
4159,Frontend Developer,Svelte|SASS|Svelte|JSON|React|Webpack|Testing|React,4.0,10.0,82000,96000,EUR,Madrid,Yes,2023-07-04,201-1000,Travel
4160,Tech Lead,MySQL|MySQL|Go|Vue,10.0,13.0,175000,210000,USD,Berlin,No,2024-08-29,201-1000,Real Estate
4161,Head of Data,HTML|FastAPI|CICD|JSON|Kubernetes|Problem-Solving|Django|Next.js,14.0,19.0,140000,194000,USD,Remote,Yes,2024-02-28,201-1000,InsurTech
4162,Senior Frontend Developer,Angular|Angular|Redux,9.0,12.0,97000,138000,EUR,Istanbul,No,2023-03-02,51-200,Gaming
4163,ML Engineer,Spark|REST API|SQL|Tableau|Spark|Power BI|TensorFlow,2.0,7.0,60000,74000,USD,Istanbul,Yes,2024-03-12,1-10,Energy
4164,Senior Backend Developer,MySQL|Spring|Agile|MySQL|FastAPI|FastAPI|CICD|Kafka,9.0,12.0,100000,124000,USD,Vancouver,No,2024-10-09,201-1000,Education
4165,ML Engineer,Docker|XGBoost|Git|Airflow|Pandas|Node.js|Scikit-learn|Git,5.0,7.0,60000,78000,USD,Amsterdam,No,2023-03-21,1000+,IoT
4166,Senior ML Engineer,Go|Airflow|Tableau|TensorFlow|Python,8.0,12.0,100000,142000,USD,Boston,No,2024-09-08,1000+,E-commerce
4167,Full Stack Developer,C#|MongoDB|Angular|Angular|HTML|CSS,2.0,4.0,60000,87000,USD,Paris,Hybrid,2023-09-08,201-1000,Biotech
4168,Senior Frontend Developer,YAML|Tailwind|CSS|Problem-Solving|Webpack,5.0,11.0,100000,119000,USD,Austin,No,2024-06-12,51-200,Energy
4169,Junior ML Engineer,R|Git|PyTorch|Node.js|Airflow|NumPy,1.0,5.0,30000,43000,USD,Mashhad,Yes,2024-10-30,201-1000,Fintech
4170,Director of Engineering,JSON|Angular|C#,14.0,17.0,140000,165000,USD,Qom,Hybrid,2024-03-13,201-1000,Gaming
4171,Database Administrator,Express|Svelte|JSON|React|YAML,5.0,8.0,2520000000,3580000000,IRR,Madrid,Yes,2023-06-11,51-200,Blockchain
4172,Senior Software Engineer,Kubernetes|YAML|React,5.0,7.0,100000,116000,USD,Dubai,Hybrid,2023-04-16,,E-commerce
4173,Junior ML Engineer,dbt|TensorFlow|Pandas|Power BI|FastAPI,2.0,8.0,28000,39000,EUR,Singapore,No,2024-12-24,201-1000,Transportation
4174,software developer intern,Linux|Angular|Problem-Solving|Testing|Linux,1.0,6.0,30000,35000,USD,Istanbul,Yes,2023-03-28,1000+,Retail
4175,ML Engineer,Spark|Airflow|Tableau|SQL,4.0,7.0,60000,76000,USD,Boston,,2023-08-23,1000+,IoT
4176,Junior Web Developer,CSS|HTML|Node.js|Kubernetes|Webpack|Svelte,1.0,4.0,28000,36000,EUR,Tehran,No,2023-06-01,51-200,Travel
4177,Database Administrator,SASS|Scrum|Agile,2.0,4.0,60000,74000,USD,Manchester,Hybrid,2023-06-01,51-200,Transportation
4178,Junior Full Stack Developer,REST API|Go|Redux,2.0,6.0,42000,57000,USD,Dubai,No,2023-10-10,1000+,Healthcare
4179,Junior ML Engineer,Power BI|LightGBM|PyTorch|REST API|Pandas|Kubernetes|PyTorch|Problem-Solving,0.0,3.0,30000,37000,USD,Isfahan,No,2024-02-15,1000+,AI/ML
4180,Tech Lead,,8.0,11.0,183000,243000,USD,Hamburg,No,2024-04-18,1-10,Media
4181,CTO,MySQL|GraphQL|CSS|Linux|Linux,10.0,15.0,140000,179000,USD,Istanbul,No,2023-03-30,,Automotive
4182,Full Stack Developer,JSON|CSS|Communication|React|Tailwind,4.0,6.0,76000,101000,USD,Berlin,No,2024-09-11,,Education
4183,Junior Web Developer,Redux|Next.js|Tailwind,1.0,6.0,1510000000,1970000000,IRR,Remote,No,2024-07-08,51-200,Healthcare
4184,Principal Engineer,Agile|Agile|JavaScript|GraphQL|YAML,10.0,13.0,140000,181000,USD,MADRID,Yes,2023-05-31,11-50,Travel
4185,DevOps Engineer,Docker|GitLab-CI|Git|Grafana|Ansible|CICD,4.0,6.0,56000,71000,EUR,London,No,2023-08-19,201-1000,AI/ML
4186,Junior Data Analyst,,0.0,5.0,35000,49000,EUR,Toronto,No,2023-07-27,1000+,Education
4187,DevOps Engineer,GitLab-CI|Docker|GCP,2.0,8.0,100000,129000,USD,Mashhad,,2024-02-11,1-10,Telecom
4188,DevOps Engineer,Jenkins|Go|Azure|Kubernetes|GCP|AWS|Linux,5.0,11.0,60000,82000,USD,Qom,Yes,2023-07-12,,Logistics
4189,Head of Data,Agile|MySQL|CSS,14.0,17.0,148000,184000,USD,Qom,No,2023-07-07,51-200,Manufacturing
4190,Senior Full Stack Developer,MongoDB|Express|Tailwind|Go|CICD|Communication|Spring,7.0,10.0,5570000000,7340000000,IRR,Tehran,No,2024-02-11,1000+,LegalTech
4191,ML Engineer,Spring|Python|Tableau,3.0,6.0,60000,80000,USD,Amsterdam,No,2023-06-06,201-1000,InsurTech
4192,Frontend Developer,Scrum|Svelte|TypeScript|React|Linux,5.0,11.0,60000,85000,USD,Amsterdam,Hybrid,2024-08-17,,Media
4193,CTO,Git|JavaScript|Testing|GraphQL|MongoDB|Agile,14.0,20.0,220000,256000,USD,Manchester,No,2024-12-10,51-200,Media
4194,CTO,Scrum|Linux|YAML|Testing,11.0,15.0,159000,187000,USD,Singapore,No,2024-05-12,1000+,Automotive
4195,Junior Full Stack Developer,CSS|GraphQL|MySQL,-1.0,5.0,38000,55000,USD,Hamburg,Yes,2023-05-28,1000+,Biotech
4196,Senior DevOps Engineer,AWS|Django|GitLab-CI|Agile|Docker,9.0,,100000,144000,USD,Manchester,Yes,2023-10-12,51-200,Real Estate
4197,Backend Developer ,Docker|Git|Spring,4.0,7.0,91000,124000,USD,Qom,Hybrid,2024-08-28,201-1000,Logistics
4198,CTO,Python|Linux|Java|Tailwind|YAML|Express,13.0,19.0,135000,190000,EUR,Manchester,No,2024-09-30,1-10,AI/ML
4199,Systems Engineer,Kafka|Next.js|Svelte,2.0,7.0,71000,102000,EUR,Munich,Yes,2024-12-01,51-200,Logistics
4200,Software Engineer,Next.js|Next.js|Agile|GraphQL|Redis|Docker|JSON|Linux,-1.0,5.0,3370000000,4190000000,IRR,Boston,Hybrid,2023-02-18,51-200,Blockchain
4201,Junior Web Developer,Node.js|Kafka|Scrum|HTML|Next.js|CSS,0.0,,1980000000,2490000000,IRR,Shiraz,Yes,2024-06-23,11-50,AdTech
4202,TECH LEAD,Java|JavaScript|Python|Node.js|Tailwind|Flask,14.0,20.0,5880000000,7560000000,IRR,Singapore,No,2024-07-13,51-200,Manufacturing
4203,Head of Data,Linux|Node.js|React|Docker|Node.js|Svelte|JSON|CICD,13.0,,5880000000,7900000000,IRR,Boston,No,2023-10-09,,Real Estate
4204,VP Engineering,Scrum|Redux|Scrum,14.0,19.0,5880000000,8350000000,IRR,Karaj,No,2024-04-14,1-10,IoT
4205,Junior ML Engineer,Testing|CICD|MySQL,1.0,6.0,34000,41000,USD,Karaj,,2024-08-01,11-50,InsurTech
4206,Software Developer Intern,Svelte|Testing|YAML|JavaScript|Linux,2.0,7.0,28000,34000,EUR,Austin,No,2023-08-24,51-200,Cybersecurity
4207,Solutions Architect (Senior),HTML|CICD|Linux|Scrum,10.0,15.0,6720000000,9010000000,IRR,Paris,No,2024-01-28,1000+,Biotech
4208,ML Engineer,SQL|TensorFlow|Python|dbt|Scikit-learn|PyTorch,2.0,4.0,63000,81000,USD,Tabriz,Hybrid,2023-12-04,1000+,Real Estate
4209,Senior Frontend Developer,SASS|Vue|Linux,7.0,11.0,4530000000,6510000000,IRR,Hamburg,Yes,2024-05-20,51-200,Education
4210,DevOps Engineer,Jenkins|Communication|GitLab-CI|Java|AWS|Jenkins|Git,5.0,10.0,56000,81000,EUR,Hamburg,No,2024-08-19,201-1000,Automotive
4211,Senior DevOps Engineer,Nginx|Linux|Terraform|GCP|Docker,10.0,15.0,127000,160000,USD,Karaj,Yes,2024-08-31,1000+,Travel
4212,VP Engineering,GraphQL|Scrum|YAML|Python|Testing|Next.js,14.0,18.0,130000,160000,EUR,Mashhad,No,2023-07-17,201-1000,Cybersecurity
4213,Junior Data Analyst,Airflow|XGBoost|NumPy|TensorFlow,1.0,4.0,30000,42000,USD,New York,Hybrid,2024-02-11,201-1000,Transportation
4214,CTO,JSON|SASS|REST API|GraphQL|Linux|YAML|RabbitMQ|TypeScript,-1.0,2.0,130000,151000,EUR,New York,No,2024-02-26,51-200,AdTech
4215,Frontend Developer,Webpack|JavaScript|Tailwind|HTML|CICD|SASS|CSS,2.0,7.0,60000,77000,USD,Boston,Yes,2024-03-28,11-50,SaaS
4216,Junior Frontend Developer,JavaScript|Redux|React|Angular|HTML|JavaScript|JavaScript|Angular,2.0,4.0,30000,42000,USD,Tokyo,Yes,2024-12-06,1-10,InsurTech
4217,Data Analyst,Airflow|XGBoost|Communication|LightGBM|Scikit-learn|Spark|R,4.0,,60000,83000,USD,PARIS,No,2023-12-29,201-1000,Manufacturing
4218,Head of Data,,11.0,15.0,5880000000,7430000000,IRR,Tokyo,No,2024-03-01,11-50,LegalTech
4219,Senior Data Scientist,SQL|PyTorch|Problem-Solving|Scikit-learn|Agile|PyTorch,7.0,9.0,4200000000,5860000000,IRR,Qom,,2024-10-05,,Cybersecurity
4220,Solutions Architect,RabbitMQ|Redis|YAML,2.0,7.0,2520000000,3200000000,IRR,San Francisco,Yes,2024-06-09,1000+,AdTech
4221,Principal Engineer,,8.0,13.0,166000,237000,EUR,Mashhad,No,2024-09-03,201-1000,Telecom
4222,Backend Developer,Scrum|C#|REST API|FastAPI|Kubernetes|Docker,-1.0,4.0,60000,69000,USD,London,Hybrid,2024-10-03,51-200,AI/ML
4223,Junior Software Engineer,Express|Node.js|PostgreSQL|CICD|PostgreSQL,2.0,8.0,1260000000,1520000000,IRR,Remote,No,2024-11-22,51-200,Blockchain
4224,Backend Developer,C#|MySQL|Docker|PostgreSQL|Kubernetes,3.0,,2740000000,3300000000,IRR,San Francisco,No,2023-07-16,201-1000,Fintech
4225,Engineering Manager,JSON|MySQL|Express|GraphQL|Spring|Agile,13.0,19.0,152000,188000,USD,Sydney,No,2024-10-27,11-50,Cloud
4226,Senior Software Engineer,REST API|Linux|Redux|Webpack|Linux|Agile|Vue,-1.0,,148000,192000,EUR,LONDON,No,2024-12-22,201-1000,Logistics
4227,Director of Engineering,Linux|Linux|YAML|Java|Flask,13.0,16.0,186000,232000,USD,San Francisco,No,2024-01-06,201-1000,InsurTech
4228,Full Stack Developer,CSS|Express|SASS|Django|Node.js|Tailwind|RabbitMQ|Next.js,5.0,8.0,56000,81000,EUR,Munich,No,2023-11-16,1000+,Cloud
4229,Engineering Manager,Communication|CICD|CICD|Docker|Communication|Python|Java,8.0,11.0,220000,274000,USD,Boston,No,2024-01-23,1000+,InsurTech
4230,Database Administrator,PostgreSQL|Django|JSON|Agile,4.0,9.0,56000,75000,EUR,Tehran,No,2023-12-06,11-50,Telecom
4231,Solutions Architect (Senior),Problem-Solving|TypeScript|Problem-Solving|React|Testing|Problem-Solving|Redis|MongoDB,9.0,12.0,115000,138000,EUR,Qom,No,2023-04-02,51-200,InsurTech
4232,Tech Lead,JavaScript|Go|Docker|Scrum|Docker|Communication|Testing,11.0,13.0,154000,222000,USD,Karaj,No,2024-09-21,1-10,Transportation
4233,Director of Engineering,Agile|Flask|Webpack|CICD,11.0,16.0,176000,213000,USD,Austin,No,2023-06-25,1000+,Transportation
4234,Junior Software Engineer,Webpack|Express|YAML|Testing,2.0,5.0,30000,37000,USD,Hamburg,No,2024-04-11,201-1000,Retail
4235,SOFTWARE ENGINEER,GraphQL|Kubernetes|JSON|GraphQL|YAML|CSS,5.0,7.0,83000,116000,EUR,Mashhad,No,2023-10-24,1000+,Travel
4236,DevOps Engineer,Linux|Azure|Communication,2.0,7.0,2520000000,3470000000,IRR,Tokyo,Yes,2023-01-02,51-200,Travel
4237,Lead Architect,Go|Testing|Docker|PostgreSQL|Svelte|MongoDB|JSON,15.0,19.0,153000,179000,USD,Istanbul,No,2023-12-06,201-1000,Fintech
4238,Senior Full Stack Developer,Node.js|Node.js|Angular|PostgreSQL|Next.js|MySQL|Agile|GraphQL,5.0,,126000,166000,USD,Sydney,Yes,2024-04-26,11-50,Logistics
4239,Data Scientist,XGBoost|SQL|Airflow|Git,3.0,8.0,60000,79000,USD,Tokyo,Hybrid,2023-09-19,51-200,AdTech
